#{"t_start": 1645379623.556783, "env_id": null}
r,l,t
1.142857,7,141.078344
1.142857,7,141.157598
1.214286,10,141.266594
1.095238,5,141.330602
1.142857,7,141.408594
1.190476,9,141.505594
1.142857,7,141.659594
1.095238,5,141.721596
1.261905,12,141.844596
-0.904762,5,141.909598
1.309524,14,142.052598
-0.809524,9,142.157597
1.190476,9,142.258595
1.071429,4,142.309594
-0.809524,9,142.410629
1.261905,12,142.535626
-0.785714,10,142.649626
1.309524,14,142.790625
-0.857143,7,142.872625
-0.904762,5,142.939624
1.261905,12,143.139625
1.190476,9,143.236625
1.166667,8,143.322625
1.261905,12,143.448626
1.119048,6,143.519625
-0.809524,9,143.619626
1.261905,12,143.743625
1.238095,11,143.860625
-0.857143,7,143.944626
1.214286,10,144.073625
-9.714286,13,144.207625
-9.761905,11,144.335644
1.238095,11,144.458623
1.166667,8,144.639622
1.214286,10,144.755624
1.261905,12,144.882625
1.119048,6,144.953624
1.142857,7,145.035625
1.380952,17,145.205626
-0.904762,5,145.272624
1.142857,7,145.353074
-9.666667,15,145.500075
-0.833333,8,145.593073
1.214286,10,145.705075
1.285714,13,145.840074
1.095238,5,145.901619
-0.833333,8,145.993976
1.190476,9,146.168573
1.238095,11,146.285101
1.238095,11,146.402148
1.238095,11,146.518685
1.190476,9,146.620686
-0.785714,10,146.733682
1.238095,11,146.848686
1.285714,13,146.985682
1.190476,9,147.082961
1.095238,5,147.146137
-0.857143,7,147.229138
1.261905,12,147.355139
1.190476,9,147.683327
1.190476,9,147.876331
1.238095,11,147.992327
1.261905,12,148.121327
1.190476,9,148.24933
1.214286,10,148.382329
1.238095,11,148.50433
1.095238,5,148.572331
1.261905,12,148.704328
1.261905,12,148.833328
-9.785714,10,148.936331
-0.785714,10,149.048329
1.214286,10,149.15733
1.190476,9,149.258246
1.214286,10,149.443244
1.190476,9,149.540248
-9.714286,13,149.668244
-0.904762,5,149.733245
1.166667,8,149.822244
-0.809524,9,149.925667
1.142857,7,150.003663
1.214286,10,150.109501
1.238095,11,150.226496
1.214286,10,150.333496
1.261905,12,150.459496
1.142857,7,150.537752
-0.785714,10,150.648749
1.095238,5,150.708748
1.285714,13,150.92165
-0.785714,10,151.032649
1.190476,9,151.131648
-0.880952,6,151.204647
1.190476,9,151.302645
1.190476,9,151.403644
-0.738095,12,151.533649
1.214286,10,151.640645
-0.904762,5,151.706356
1.166667,8,151.802893
1.095238,5,151.865444
1.142857,7,151.943459
-0.761905,11,152.064482
1.190476,9,152.161486
1.095238,5,152.223571
1.309524,14,152.443247
1.166667,8,152.531253
-0.833333,8,152.623922
-9.714286,13,152.759887
1.214286,10,152.868893
1.119048,6,152.939906
-9.761905,11,153.05293
-9.738095,12,153.172941
-0.833333,8,153.271122
1.261905,12,153.408117
1.166667,8,153.505144
1.190476,9,153.604474
1.261905,12,153.806352
1.142857,7,153.888351
1.095238,5,153.950635
1.261905,12,154.09167
-0.809524,9,154.20067
-0.738095,12,154.334672
-9.809524,9,154.434672
1.190476,9,154.53567
1.214286,10,154.649669
1.214286,10,154.756911
1.119048,6,154.82679
1.261905,12,154.954789
1.119048,6,155.025789
-0.738095,12,155.159653
-0.785714,10,155.344272
1.261905,12,155.470629
-0.857143,7,155.556629
1.142857,7,155.638798
-0.928571,4,155.696804
1.119048,6,155.767797
1.190476,9,155.867797
-0.809524,9,155.971534
1.285714,13,156.108823
1.238095,11,156.224822
1.214286,10,156.331822
1.166667,8,156.422821
1.119048,6,156.497823
1.142857,7,156.578825
1.095238,5,156.639821
-0.928571,4,156.695824
-9.761905,11,156.887941
1.119048,6,156.960942
-9.690476,14,157.106942
1.142857,7,157.187942
1.214286,10,157.29594
-0.857143,7,157.382154
-9.642857,16,157.54101
1.071429,4,157.593011
-0.857143,7,157.67601
1.095238,5,157.74001
1.261905,12,157.86901
1.142857,7,157.95001
-0.904762,5,158.015012
1.142857,7,158.095012
1.166667,8,158.198016
1.119048,6,158.27801
1.238095,11,158.49401
1.238095,11,158.62701
-0.809524,9,158.742011
1.142857,7,158.82301
-0.785714,10,158.946014
1.119048,6,159.02801
1.190476,9,159.126015
-0.833333,8,159.224009
1.119048,6,159.30001
-0.928571,4,159.35701
1.166667,8,159.448013
-9.809524,9,159.54301
1.190476,9,159.64001
-0.833333,8,159.734012
1.142857,7,159.81302
1.119048,6,159.884012
1.166667,8,160.048011
1.166667,8,160.136012
-9.761905,11,160.252013
1.214286,10,160.35701
1.166667,8,160.446012
1.190476,9,160.541752
1.095238,5,160.603348
-0.738095,12,160.73435
1.119048,6,160.804349
1.095238,5,160.865588
-0.833333,8,160.956724
1.119048,6,161.027723
1.095238,5,161.088724
-9.785714,10,161.191458
1.238095,11,161.307672
-0.833333,8,161.400672
-9.738095,12,161.59491
-0.833333,8,161.68691
1.119048,6,161.757577
1.119048,6,161.827577
-0.880952,6,161.900582
1.119048,6,161.973581
1.190476,9,162.071577
1.142857,7,162.150577
1.142857,7,162.227582
-0.666667,15,162.384808
1.119048,6,162.455808
1.285714,13,162.590807
1.095238,5,162.653077
-0.880952,6,162.728076
-9.738095,12,162.852075
-0.785714,10,163.043073
1.214286,10,163.151074
1.261905,12,163.275074
1.190476,9,163.377075
1.238095,11,163.730967
1.142857,7,163.808958
1.238095,11,163.923959
1.142857,7,164.004959
1.214286,10,164.11996
1.214286,10,164.239956
-0.738095,12,164.373956
1.095238,5,164.439962
1.142857,7,164.521959
1.214286,10,164.638958
1.190476,9,164.815957
1.142857,7,164.896427
-0.904762,5,164.963962
-0.761905,11,165.085973
1.142857,7,165.166975
1.142857,7,165.244422
1.142857,7,165.32542
1.095238,5,165.390444
-9.785714,10,165.493458
1.190476,9,165.593473
-0.880952,6,165.669475
1.166667,8,165.761495
1.190476,9,165.860509
-0.761905,11,165.981522
1.214286,10,166.09354
1.166667,8,166.183564
1.214286,10,166.366474
1.214286,10,166.473767
1.142857,7,166.553766
-0.833333,8,166.644766
1.166667,8,166.736767
1.261905,12,166.861811
-0.833333,8,166.953816
1.166667,8,167.041412
1.119048,6,167.116415
1.261905,12,167.241412
1.190476,9,167.342415
-0.738095,12,167.473415
1.190476,9,167.573416
1.142857,7,167.653417
1.166667,8,167.824412
1.166667,8,167.915415
1.166667,8,168.003415
1.238095,11,168.123455
1.142857,7,168.204455
1.190476,9,168.301303
1.214286,10,168.406699
-9.785714,10,168.511717
1.214286,10,168.618728
1.190476,9,168.717672
1.166667,8,168.805689
-9.714286,13,168.936464
1.166667,8,169.025464
1.190476,9,169.123433
1.190476,9,169.30436
1.190476,9,169.404392
1.190476,9,169.502221
1.190476,9,169.598369
1.190476,9,169.715372
1.214286,10,169.821388
-0.880952,6,169.897408
1.142857,7,169.977337
1.166667,8,170.065644
-0.809524,9,170.168646
-9.666667,15,170.321645
1.119048,6,170.394271
1.238095,11,170.509275
1.142857,7,170.58827
1.142857,7,170.666271
1.119048,6,170.811055
1.214286,10,170.920193
1.166667,8,171.00808
1.166667,8,171.097927
-0.690476,14,171.247924
-0.785714,10,171.357926
-0.714286,13,171.496929
-0.880952,6,171.570926
1.095238,5,171.631932
1.190476,9,171.733922
-0.857143,7,171.815922
1.238095,11,171.931063
-0.785714,10,172.041522
1.214286,10,172.151489
-0.880952,6,172.30329
1.333333,15,172.45529
1.095238,5,172.517291
1.214286,10,172.62629
1.142857,7,172.705291
-9.738095,12,172.827089
-0.928571,4,172.88354
-0.833333,8,172.975539
-0.904762,5,173.043536
1.214286,10,173.151536
1.214286,10,173.260432
1.095238,5,173.323192
-9.666667,15,173.476287
1.119048,6,173.547187
1.119048,6,173.616185
1.261905,12,173.815422
1.166667,8,173.902897
1.166667,8,173.991897
-0.785714,10,174.101897
1.261905,12,174.240897
1.190476,9,174.348897
1.190476,9,174.459896
1.238095,11,174.585896
1.071429,4,174.639896
-0.928571,4,174.706897
1.095238,5,174.770897
-0.785714,10,174.882897
1.190476,9,174.980946
1.214286,10,175.086721
1.142857,7,175.165721
1.095238,5,175.227721
-9.761905,11,175.416606
1.261905,12,175.539601
1.071429,4,175.590606
1.261905,12,175.714601
1.095238,5,175.776601
1.142857,7,175.886603
1.142857,7,175.991603
-0.809524,9,176.099601
-9.666667,15,176.248709
1.190476,9,176.350227
1.142857,7,176.427223
1.285714,13,176.56025
1.142857,7,176.64025
1.261905,12,176.838801
1.190476,9,176.959799
1.214286,10,177.1198
1.190476,9,177.225802
-0.904762,5,177.292801
1.261905,12,177.419854
-0.809524,9,177.521854
1.119048,6,177.594726
1.119048,6,177.669726
1.190476,9,177.773727
-0.714286,13,177.915794
1.166667,8,178.002793
1.071429,4,178.056792
1.071429,4,178.109797
-0.857143,7,178.192793
1.214286,10,178.302614
-0.738095,12,178.508615
-0.833333,8,178.608808
1.214286,10,178.718366
1.166667,8,178.807716
1.190476,9,178.907716
1.119048,6,178.979739
1.071429,4,179.030742
1.166667,8,179.120632
1.190476,9,179.217652
1.166667,8,179.320655
1.190476,9,179.437674
1.190476,9,179.542696
1.119048,6,179.612702
1.166667,8,179.701735
1.166667,8,179.788747
-0.809524,9,179.892759
1.214286,10,180.317763
1.142857,7,180.394776
1.190476,9,180.494236
1.190476,9,180.591813
1.142857,7,180.672272
1.166667,8,180.760289
-0.785714,10,180.873301
1.095238,5,180.935302
1.261905,12,181.059567
1.095238,5,181.120566
1.166667,8,181.209232
1.261905,12,181.336232
1.166667,8,181.424234
1.142857,7,181.502235
1.238095,11,181.616408
1.119048,6,181.760412
-0.904762,5,181.827412
1.119048,6,181.899409
1.261905,12,182.020409
-9.714286,13,182.150962
-0.833333,8,182.243961
1.071429,4,182.297551
1.166667,8,182.385551
-0.785714,10,182.497549
1.095238,5,182.558547
-0.833333,8,182.651546
1.142857,7,182.73155
1.166667,8,182.820546
1.119048,6,182.890742
1.119048,6,182.959743
1.142857,7,183.039743
1.119048,6,183.109742
-0.785714,10,183.29779
1.190476,9,183.397801
-9.738095,12,183.521528
1.214286,10,183.627528
1.095238,5,183.690997
1.142857,7,183.771996
1.166667,8,183.863999
1.095238,5,183.923997
1.095238,5,183.986996
1.214286,10,184.097706
-0.785714,10,184.207296
1.142857,7,184.320296
1.214286,10,184.444297
1.142857,7,184.535296
1.214286,10,184.653296
1.166667,8,184.744296
-0.785714,10,184.926296
-0.857143,7,185.011039
1.071429,4,185.063044
-0.785714,10,185.174041
1.119048,6,185.244043
-9.761905,11,185.357041
1.285714,13,185.495042
1.166667,8,185.586039
1.166667,8,185.674029
-9.785714,10,185.778029
1.238095,11,185.899028
1.238095,11,186.016029
1.285714,13,186.152493
1.119048,6,186.222996
-9.738095,12,186.420757
1.095238,5,186.482771
1.071429,4,186.536246
1.095238,5,186.597263
1.142857,7,186.675278
1.261905,12,186.804938
-0.833333,8,186.901941
1.261905,12,187.025939
1.095238,5,187.090868
1.190476,9,187.194867
1.142857,7,187.279871
1.142857,7,187.359868
1.142857,7,187.438856
1.166667,8,187.527859
1.166667,8,187.616859
-0.857143,7,187.703869
1.119048,6,187.776951
1.261905,12,187.982247
1.190476,9,188.081243
1.214286,10,188.188248
-0.761905,11,188.315246
1.166667,8,188.403629
1.142857,7,188.484294
1.142857,7,188.566299
1.190476,9,188.665582
1.119048,6,188.736582
-0.833333,8,188.8276
1.190476,9,188.9246
1.190476,9,189.023622
1.166667,8,189.113645
1.166667,8,189.202083
1.095238,5,189.26601
1.238095,11,189.454488
-0.857143,7,189.540346
-0.880952,6,189.618346
1.095238,5,189.680351
1.119048,6,189.750346
1.333333,15,189.904689
1.095238,5,189.966684
1.166667,8,190.054686
1.285714,13,190.18916
1.190476,9,190.290161
1.214286,10,190.40616
1.166667,8,190.500163
1.190476,9,190.59916
1.142857,7,190.676164
1.166667,8,190.764163
-0.738095,12,190.966163
1.119048,6,191.03716
1.214286,10,191.143159
1.190476,9,191.23916
1.261905,12,191.36916
1.238095,11,191.483394
-0.880952,6,191.557388
1.071429,4,191.609388
1.142857,7,191.688699
1.166667,8,191.780697
1.166667,8,191.867695
-0.880952,6,191.939695
1.142857,7,192.018699
-0.714286,13,192.153696
1.261905,12,192.275695
1.095238,5,192.409736
1.071429,4,192.462739
1.190476,9,192.559737
1.214286,10,192.669737
1.142857,7,192.749737
1.309524,14,192.892737
1.214286,10,193.003738
1.214286,10,193.110202
-0.857143,7,193.193197
1.142857,7,193.273197
-0.809524,9,193.376202
-9.690476,14,193.516731
-0.833333,8,193.608744
1.190476,9,193.706746
1.071429,4,193.757744
1.190476,9,193.930117
1.142857,7,194.009104
1.214286,10,194.116531
-0.833333,8,194.207531
-0.857143,7,194.294532
1.214286,10,194.431533
1.214286,10,194.543529
1.357143,16,194.709532
1.119048,6,194.782529
1.261905,12,194.905531
1.119048,6,194.975531
-0.833333,8,195.066531
1.238095,11,195.182826
1.166667,8,195.270826
1.119048,6,195.419825
1.142857,7,195.500826
1.166667,8,195.588142
1.238095,11,195.704143
-0.785714,10,195.814144
1.166667,8,195.901144
1.166667,8,195.989141
1.261905,12,196.114143
1.190476,9,196.449142
1.071429,4,196.502142
-0.833333,8,196.592142
1.166667,8,196.680149
-0.809524,9,196.781142
1.190476,9,196.876142
1.285714,13,197.090144
1.190476,9,197.190142
1.285714,13,197.329693
1.238095,11,197.445206
-9.761905,11,197.556209
1.261905,12,197.682364
1.238095,11,197.804364
-0.880952,6,197.879375
1.119048,6,197.950363
-0.738095,12,198.08037
1.166667,8,198.169363
1.166667,8,198.257363
1.119048,6,198.328362
1.190476,9,198.425491
1.095238,5,198.488491
1.166667,8,198.650461
1.166667,8,198.738461
-9.690476,14,198.882426
1.071429,4,198.935427
1.285714,13,199.071425
-0.738095,12,199.199425
-9.714286,13,199.328427
1.119048,6,199.399426
1.119048,6,199.468425
1.166667,8,199.555711
-0.714286,13,199.694709
1.238095,11,199.810707
1.285714,13,200.019824
1.119048,6,200.089827
1.142857,7,200.171828
1.166667,8,200.260828
-0.833333,8,200.354828
-0.761905,11,200.474828
-9.666667,15,200.624814
1.166667,8,200.713818
-9.714286,13,200.846599
1.285714,13,200.981591
1.214286,10,201.092349
1.285714,13,201.230886
1.357143,16,201.464377
1.214286,10,201.574378
1.166667,8,201.668218
-0.880952,6,201.743218
1.261905,12,201.869182
1.142857,7,201.951177
1.095238,5,202.015177
1.142857,7,202.096182
-0.857143,7,202.177782
1.119048,6,202.24876
-0.809524,9,202.352668
1.190476,9,202.452867
1.214286,10,202.558955
1.238095,11,202.674582
-0.833333,8,202.767446
-0.785714,10,202.884487
1.142857,7,203.040372
1.166667,8,203.129374
1.238095,11,203.246791
1.071429,4,203.335832
1.166667,8,203.425829
-0.714286,13,203.573836
1.190476,9,203.677833
1.166667,8,203.77483
1.214286,10,203.89183
-0.833333,8,203.988852
1.166667,8,204.081067
1.190476,9,204.185557
1.166667,8,204.291558
1.309524,14,204.499554
1.095238,5,204.567553
1.095238,5,204.717554
-9.785714,10,204.834553
1.119048,6,204.910553
-0.833333,8,205.002577
1.166667,8,205.092577
1.285714,13,205.227109
1.214286,10,205.338109
1.238095,11,205.454021
-0.738095,12,205.583021
1.142857,7,205.663047
1.119048,6,205.73328
1.142857,7,205.81329
1.309524,14,205.959406
1.214286,10,206.068407
1.119048,6,206.21558
-0.785714,10,206.323581
-0.761905,11,206.444002
1.214286,10,206.553002
1.095238,5,206.614001
1.095238,5,206.674
1.261905,12,206.799999
1.190476,9,206.898
1.166667,8,206.987999
1.190476,9,207.086003
1.166667,8,207.173315
1.119048,6,207.242317
1.119048,6,207.315818
1.190476,9,207.414819
1.214286,10,207.526814
1.190476,9,207.697345
-9.761905,11,207.808346
1.095238,5,207.872347
1.095238,5,207.939343
1.166667,8,208.032344
1.190476,9,208.135347
-0.714286,13,208.277344
1.214286,10,208.388343
1.214286,10,208.496353
1.142857,7,208.575541
1.142857,7,208.655541
-0.833333,8,208.749544
1.071429,4,208.803644
1.238095,11,208.91917
-0.857143,7,209.004165
1.166667,8,209.093166
1.166667,8,209.258164
1.071429,4,209.310163
1.190476,9,209.410172
-0.738095,12,209.539171
1.071429,4,209.592648
-0.738095,12,209.724644
-9.642857,16,209.883647
1.333333,15,210.037645
1.309524,14,210.185644
1.119048,6,210.255644
1.214286,10,210.364647
1.142857,7,210.441866
-0.857143,7,210.527865
1.285714,13,210.739513
1.190476,9,210.838513
-0.833333,8,210.931513
1.190476,9,211.034513
1.071429,4,211.08751
-9.690476,14,211.23151
1.261905,12,211.35651
1.190476,9,211.455509
1.142857,7,211.537509
1.261905,12,211.66252
1.285714,13,211.795514
-0.833333,8,211.889513
1.214286,10,211.997509
1.214286,10,212.183531
-0.761905,11,212.304554
-0.809524,9,212.410574
1.119048,6,212.721626
1.261905,12,212.845642
1.095238,5,212.904918
1.261905,12,213.029922
-0.857143,7,213.115919
1.238095,11,213.23158
1.166667,8,213.31958
1.261905,12,213.443585
-0.809524,9,213.542584
1.285714,13,213.674242
1.142857,7,213.75424
-9.785714,10,213.932297
1.190476,9,214.027305
-0.738095,12,214.156718
-0.785714,10,214.270722
1.190476,9,214.376032
1.119048,6,214.46103
1.238095,11,214.59903
1.238095,11,214.72003
-0.857143,7,214.810031
1.071429,4,214.863038
1.142857,7,214.940031
1.095238,5,215.002036
-0.785714,10,215.114037
1.190476,9,215.217033
-0.809524,9,215.31903
1.238095,11,215.51247
1.166667,8,215.600467
1.214286,10,215.708354
-0.809524,9,215.808354
-0.833333,8,215.901353
-0.880952,6,215.975353
1.285714,13,216.110353
1.190476,9,216.209357
1.190476,9,216.305353
1.142857,7,216.387357
1.071429,4,216.438353
1.190476,9,216.536902
-0.809524,9,216.638494
1.285714,13,216.77349
1.214286,10,216.956489
1.119048,6,217.028492
1.261905,12,217.155495
1.166667,8,217.24849
1.238095,11,217.365489
1.190476,9,217.468873
1.190476,9,217.573988
1.285714,13,217.708501
1.142857,7,217.789499
1.238095,11,217.907499
-9.785714,10,218.013501
1.261905,12,218.138028
-0.857143,7,218.222543
1.380952,17,218.47454
1.166667,8,218.567899
1.238095,11,218.685288
1.119048,6,218.797288
-9.690476,14,218.961287
1.166667,8,219.050284
